field,value,count
mcs,0,1173
mcs,1,1079
mcs,2,2112
mcs,3,2702
mcs,4,44484
mcs,5,29040
mcs,6,24068
mcs,7,64718
mcs,8,30184
mcs,9,81532
mcs,10,5588
mcs,11,6028
width,20,11701
width,40,36015
width,80,244992
nss,1,31769
nss,2,260939
total_phy_tx,0,292708
rx_bytes_total,0,349735400
