time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,39600400,633.6064
1.5000,1.000,38703000,619.2480
2.0000,1.000,40041400,640.6624
2.5000,1.000,39324600,629.1936
3.0000,1.000,40031600,640.5056
3.5000,1.000,40273800,644.3808
4.0000,1.000,41498800,663.9808
4.5000,1.000,36927800,590.8448
5.0000,1.000,41456800,663.3088
5.5000,1.000,40525800,648.4128
6.0000,1.000,38458000,615.3280
6.5000,1.000,38725400,619.6064
7.0000,1.000,40570600,649.1296
7.5000,1.000,40892600,654.2816
8.0000,1.000,37458400,599.3344
8.5000,1.000,39407200,630.5152
9.0000,1.000,37123800,593.9808
9.5000,1.000,37265200,596.2432
10.0000,1.000,38365600,613.8496
