field,value,count
mcs,0,4962
mcs,1,455
mcs,2,1020
mcs,3,1007
mcs,4,4383
mcs,5,6310
mcs,6,6519
mcs,7,2619
mcs,8,4664
mcs,9,1540
mcs,10,1232
mcs,11,1002
width,20,6119
width,40,14630
width,80,14964
nss,1,17827
nss,2,17886
total_phy_tx,0,35713
rx_bytes_total,0,20839000
