time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,43225000,691.6000
1.5000,1.000,41585600,665.3696
2.0000,1.000,37436000,598.9760
2.5000,1.000,40702200,651.2352
3.0000,1.000,41384000,662.1440
3.5000,1.000,39085200,625.3632
4.0000,1.000,30430400,486.8864
4.5000,1.000,35579600,569.2736
5.0000,1.000,37308600,596.9376
5.5000,1.000,39247600,627.9616
6.0000,1.000,35354200,565.6672
6.5000,1.000,40436200,646.9792
7.0000,1.000,37576000,601.2160
7.5000,1.000,23686600,378.9856
8.0000,1.000,37518600,600.2976
8.5000,1.000,39974200,639.5872
9.0000,1.000,36667400,586.6784
9.5000,1.000,39447800,631.1648
10.0000,1.000,40063800,641.0208
