field,value,count
mcs,0,3592
mcs,1,1649
mcs,2,3573
mcs,3,3799
mcs,4,44976
mcs,5,20245
mcs,6,17969
mcs,7,37071
mcs,8,33396
mcs,9,12452
mcs,10,6941
mcs,11,7403
width,20,10552
width,40,30046
width,80,152468
nss,1,27617
nss,2,165449
total_phy_tx,0,193066
rx_bytes_total,0,170966600
