field,value,count
mcs,0,3456
mcs,1,4190
mcs,2,4280
mcs,3,3023
mcs,4,26739
mcs,5,10560
mcs,6,10950
mcs,7,21101
mcs,8,32340
mcs,9,23716
mcs,10,5014
mcs,11,3872
width,20,13802
width,40,33372
width,80,102067
nss,1,29065
nss,2,120176
total_phy_tx,0,149241
rx_bytes_total,0,148402800
