time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,24287200,388.5952
1.5000,16.000,16731400,267.7024
2.0000,21.000,9066400,145.0624
2.5000,26.000,5822600,93.1616
3.0000,31.000,3833200,61.3312
3.5000,36.000,2480800,39.6928
4.0000,41.000,1304800,20.8768
4.5000,46.000,889000,14.2240
5.0000,51.000,660800,10.5728
5.5000,56.000,250600,4.0096
6.0000,61.000,57400,0.9184
6.5000,66.000,15400,0.2464
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
