time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30503200,488.0512
1.5000,8.500,27966400,447.4624
2.0000,11.000,22647800,362.3648
2.5000,13.500,16602600,265.6416
3.0000,16.000,13885200,222.1632
3.5000,18.500,13255200,212.0832
4.0000,21.000,9381400,150.1024
4.5000,23.500,9112600,145.8016
5.0000,26.000,6531000,104.4960
5.5000,28.500,6042400,96.6784
6.0000,31.000,4158000,66.5280
6.5000,33.500,3057600,48.9216
7.0000,36.000,2461200,39.3792
7.5000,38.500,2191000,35.0560
8.0000,41.000,1537200,24.5952
8.5000,43.500,1173200,18.7712
9.0000,46.000,586600,9.3856
9.5000,48.500,554400,8.8704
10.0000,51.000,308000,4.9280
