field,value,count
mcs,0,5196
mcs,1,275
mcs,2,1192
mcs,3,1669
mcs,4,9818
mcs,5,2293
mcs,6,6309
mcs,7,5348
mcs,8,7568
mcs,9,1276
mcs,10,1540
mcs,11,1309
width,20,5103
width,40,13090
width,80,25600
nss,1,14046
nss,2,29747
total_phy_tx,0,43793
rx_bytes_total,0,22206800
