field,value,count
mcs,0,4939
mcs,1,963
mcs,2,1263
mcs,3,1289
mcs,4,8934
mcs,5,5738
mcs,6,1979
mcs,7,2307
mcs,8,2464
mcs,9,836
mcs,10,1794
mcs,11,660
width,20,7078
width,40,13540
width,80,12548
nss,1,13894
nss,2,19272
total_phy_tx,0,33166
rx_bytes_total,0,21485800
