time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31964800,511.4368
1.5000,8.500,28189000,451.0240
2.0000,11.000,22310400,356.9664
2.5000,13.500,18835600,301.3696
3.0000,16.000,15573600,249.1776
3.5000,18.500,12205200,195.2832
4.0000,21.000,8339800,133.4368
4.5000,23.500,8016400,128.2624
5.0000,26.000,7092400,113.4784
5.5000,28.500,5115600,81.8496
6.0000,31.000,4432400,70.9184
6.5000,33.500,3577000,57.2320
7.0000,36.000,3105200,49.6832
7.5000,38.500,2695000,43.1200
8.0000,41.000,1894200,30.3072
8.5000,43.500,1351000,21.6160
9.0000,46.000,1262800,20.2048
9.5000,48.500,620200,9.9232
10.0000,51.000,452200,7.2352
