time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31046400,496.7424
1.5000,8.500,25173400,402.7744
2.0000,11.000,22827000,365.2320
2.5000,13.500,19394200,310.3072
3.0000,16.000,12996200,207.9392
3.5000,18.500,13466600,215.4656
4.0000,21.000,10238200,163.8112
4.5000,23.500,11452000,183.2320
5.0000,26.000,7492800,119.8848
5.5000,28.500,5328400,85.2544
6.0000,31.000,3501400,56.0224
6.5000,33.500,3421600,54.7456
7.0000,36.000,2959600,47.3536
7.5000,38.500,1916600,30.6656
8.0000,41.000,1436400,22.9824
8.5000,43.500,991200,15.8592
9.0000,46.000,596400,9.5424
9.5000,48.500,686000,10.9760
10.0000,51.000,525000,8.4000
