time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31565800,505.0528
1.5000,8.500,27914600,446.6336
2.0000,11.000,22715000,363.4400
2.5000,13.500,14295400,228.7264
3.0000,16.000,12740000,203.8400
3.5000,18.500,10280200,164.4832
4.0000,21.000,7462000,119.3920
4.5000,23.500,5705000,91.2800
5.0000,26.000,4074000,65.1840
5.5000,28.500,3494400,55.9104
6.0000,31.000,2423400,38.7744
6.5000,33.500,2186800,34.9888
7.0000,36.000,1913800,30.6208
7.5000,38.500,1303400,20.8544
8.0000,41.000,844200,13.5072
8.5000,43.500,900200,14.4032
9.0000,46.000,725200,11.6032
9.5000,48.500,282800,4.5248
10.0000,51.000,383600,6.1376
