field,value,count
mcs,0,260
mcs,7,1232
mcs,8,93492
mcs,9,308307
mcs,10,1544
mcs,11,132806
width,20,128
width,80,537513
nss,1,260
nss,2,537381
total_phy_tx,0,537641
rx_bytes_total,0,732779600
