field,value,count
mcs,0,5042
mcs,1,474
mcs,2,1094
mcs,3,1378
mcs,4,12345
mcs,5,3033
mcs,6,1724
mcs,7,7929
mcs,8,2156
mcs,9,2112
mcs,10,1320
mcs,11,1408
width,20,5474
width,40,12532
width,80,22009
nss,1,14144
nss,2,25871
total_phy_tx,0,40015
rx_bytes_total,0,22444800
