field,value,count
mcs,0,421
mcs,6,1144
mcs,7,46332
mcs,8,78664
mcs,9,143711
mcs,10,39798
mcs,11,231093
width,20,128
width,80,541035
nss,1,421
nss,2,540742
total_phy_tx,0,541163
rx_bytes_total,0,726210800
