field,value,count
mcs,0,3062
mcs,1,4151
mcs,2,5543
mcs,3,3188
mcs,4,17279
mcs,5,7190
mcs,6,41893
mcs,7,30628
mcs,8,8096
mcs,9,15708
mcs,10,4048
mcs,11,4004
width,20,13026
width,40,30353
width,80,101411
nss,1,28133
nss,2,116657
total_phy_tx,0,144790
rx_bytes_total,0,155321600
