field,value,count
mcs,0,4587
mcs,1,1651
mcs,2,2141
mcs,3,1290
mcs,4,13801
mcs,5,4816
mcs,6,15425
mcs,7,27469
mcs,8,4444
mcs,9,2772
mcs,10,4136
mcs,11,3520
width,20,8491
width,40,20465
width,80,57096
nss,1,21470
nss,2,64582
total_phy_tx,0,86052
rx_bytes_total,0,68398400
