field,value,count
mcs,0,3951
mcs,1,1521
mcs,2,2694
mcs,3,3540
mcs,4,33046
mcs,5,33216
mcs,6,23803
mcs,7,28247
mcs,8,45188
mcs,9,31812
mcs,10,5236
mcs,11,5761
width,20,9163
width,40,20702
width,80,188150
nss,1,28331
nss,2,189684
total_phy_tx,0,218015
rx_bytes_total,0,168483000
