field,value,count
mcs,0,4982
mcs,1,1648
mcs,2,1397
mcs,3,1116
mcs,4,3488
mcs,5,2262
mcs,6,3149
mcs,7,1871
mcs,8,1364
mcs,9,1144
mcs,10,660
mcs,11,523
width,20,6774
width,40,10177
width,80,6653
nss,1,15217
nss,2,8387
total_phy_tx,0,23604
rx_bytes_total,0,16419200
