time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,21480200,343.6832
1.5000,16.000,15113000,241.8080
2.0000,21.000,9349200,149.5872
2.5000,26.000,6636000,106.1760
3.0000,31.000,4151000,66.4160
3.5000,36.000,2301600,36.8256
4.0000,41.000,1282400,20.5184
4.5000,46.000,1120000,17.9200
5.0000,51.000,519400,8.3104
5.5000,56.000,292600,4.6816
6.0000,61.000,214200,3.4272
6.5000,66.000,9800,0.1568
7.0000,71.000,25200,0.4032
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
