field,value,count
mcs,0,4797
mcs,1,1511
mcs,2,1228
mcs,3,1107
mcs,4,4096
mcs,5,4255
mcs,6,1908
mcs,7,4716
mcs,8,2596
mcs,9,1364
mcs,10,1056
mcs,11,473
width,20,6923
width,40,13988
width,80,8196
nss,1,16463
nss,2,12644
total_phy_tx,0,29107
rx_bytes_total,0,20022800
