field,value,count
mcs,0,3186
mcs,1,3826
mcs,2,5040
mcs,3,4014
mcs,4,18109
mcs,5,10930
mcs,6,17720
mcs,7,38791
mcs,8,35728
mcs,9,5236
mcs,10,4444
mcs,11,5324
width,20,16017
width,40,32810
width,80,103521
nss,1,28722
nss,2,123626
total_phy_tx,0,152348
rx_bytes_total,0,151209800
