field,value,count
mcs,0,2279
mcs,1,44
mcs,2,1100
mcs,3,2288
mcs,4,27456
mcs,5,63448
mcs,6,64328
mcs,7,58652
mcs,8,52042
mcs,9,84304
mcs,10,4128
mcs,11,5852
width,20,1239
width,40,12566
width,80,352116
nss,1,11475
nss,2,354446
total_phy_tx,0,365921
rx_bytes_total,0,369972400
