time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30975000,495.6000
1.5000,8.500,26999000,431.9840
2.0000,11.000,20823600,333.1776
2.5000,13.500,17456600,279.3056
3.0000,16.000,13550600,216.8096
3.5000,18.500,10158400,162.5344
4.0000,21.000,6787200,108.5952
4.5000,23.500,6433000,102.9280
5.0000,26.000,4851000,77.6160
5.5000,28.500,3220000,51.5200
6.0000,31.000,3152800,50.4448
6.5000,33.500,2210600,35.3696
7.0000,36.000,1524600,24.3936
7.5000,38.500,1075200,17.2032
8.0000,41.000,806400,12.9024
8.5000,43.500,576800,9.2288
9.0000,46.000,221200,3.5392
9.5000,48.500,310800,4.9728
10.0000,51.000,63000,1.0080
