field,value,count
mcs,0,4433
mcs,1,2324
mcs,2,3272
mcs,3,2026
mcs,4,11121
mcs,5,5448
mcs,6,4845
mcs,7,6622
mcs,8,12716
mcs,9,1188
mcs,10,1980
mcs,11,968
width,20,9483
width,40,29016
width,80,18444
nss,1,22130
nss,2,34813
total_phy_tx,0,56943
rx_bytes_total,0,53503800
