field,value,count
mcs,0,5125
mcs,1,1427
mcs,2,1632
mcs,3,784
mcs,4,6891
mcs,5,1646
mcs,6,4539
mcs,7,1578
mcs,8,1389
mcs,9,836
mcs,10,1056
mcs,11,616
width,20,5223
width,40,9863
width,80,12433
nss,1,13207
nss,2,14312
total_phy_tx,0,27519
rx_bytes_total,0,16839200
