field,value,count
mcs,0,3968
mcs,1,511
mcs,2,3132
mcs,3,2756
mcs,4,45500
mcs,5,23555
mcs,6,27024
mcs,7,30892
mcs,8,12100
mcs,9,63228
mcs,10,6818
mcs,11,7172
width,20,8228
width,40,30109
width,80,188319
nss,1,22233
nss,2,204423
total_phy_tx,0,226656
rx_bytes_total,0,169915200
