field,value,count
mcs,0,4944
mcs,1,1320
mcs,2,1895
mcs,3,932
mcs,4,6864
mcs,5,1840
mcs,6,1944
mcs,7,2819
mcs,8,2772
mcs,9,1100
mcs,10,1045
mcs,11,748
width,20,5410
width,40,12191
width,80,10622
nss,1,14711
nss,2,13512
total_phy_tx,0,28223
rx_bytes_total,0,20119400
