time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,37256800,596.1088
1.5000,1.000,36964200,591.4272
2.0000,1.000,35252000,564.0320
2.5000,1.000,39912600,638.6016
3.0000,1.000,39842600,637.4816
3.5000,1.000,38948000,623.1680
4.0000,1.000,32523400,520.3744
4.5000,1.000,37144800,594.3168
5.0000,1.000,37878400,606.0544
5.5000,1.000,39135600,626.1696
6.0000,1.000,36167600,578.6816
6.5000,1.000,36890000,590.2400
7.0000,1.000,35947800,575.1648
7.5000,1.000,33909400,542.5504
8.0000,1.000,36237600,579.8016
8.5000,1.000,36414000,582.6240
9.0000,1.000,34662600,554.6016
9.5000,1.000,34720000,555.5200
10.0000,1.000,35352800,565.6448
