field,value,count
mcs,0,6182
mcs,2,4400
mcs,3,528
mcs,4,12452
mcs,5,26092
mcs,6,39556
mcs,7,22914
mcs,8,63492
mcs,9,64454
mcs,10,9724
mcs,11,17157
width,20,912
width,40,5485
width,80,260554
nss,1,16654
nss,2,250297
total_phy_tx,0,266951
rx_bytes_total,0,87518200
