field,value,count
mcs,0,626
mcs,1,308
mcs,2,1452
mcs,3,4136
mcs,4,17116
mcs,5,8140
mcs,6,11880
mcs,7,49676
mcs,8,24728
mcs,9,234256
mcs,10,31460
mcs,11,53504
mcs,12,20196
mcs,13,34672
width,20,127
width,80,492023
nss,1,626
nss,2,491524
total_phy_tx,0,492150
rx_bytes_total,0,638232000
