time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,40878600,654.0576
1.5000,2.500,41895000,670.3200
2.0000,3.000,39380600,630.0896
2.5000,3.500,39946200,639.1392
3.0000,4.000,37326800,597.2288
3.5000,4.500,37451400,599.2224
4.0000,5.000,35546000,568.7360
4.5000,5.500,34391000,550.2560
5.0000,6.000,33972400,543.5584
5.5000,6.500,33364800,533.8368
6.0000,7.000,32519200,520.3072
6.5000,7.500,30858800,493.7408
7.0000,8.000,30392600,486.2816
7.5000,8.500,30149000,482.3840
8.0000,9.000,29194200,467.1072
8.5000,9.500,28210000,451.3600
9.0000,10.000,28732200,459.7152
9.5000,10.500,27035400,432.5664
10.0000,11.000,26987800,431.8048
