time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,30174200,482.7872
1.5000,2.500,28904400,462.4704
2.0000,3.000,34563200,553.0112
2.5000,3.500,32495400,519.9264
3.0000,4.000,34119400,545.9104
3.5000,4.500,29311800,468.9888
4.0000,5.000,32660600,522.5696
4.5000,5.500,33537000,536.5920
5.0000,6.000,27354600,437.6736
5.5000,6.500,23973600,383.5776
6.0000,7.000,26488000,423.8080
6.5000,7.500,23969400,383.5104
7.0000,8.000,23555000,376.8800
7.5000,8.500,24845800,397.5328
8.0000,9.000,23836400,381.3824
8.5000,9.500,19436200,310.9792
9.0000,10.000,20749400,331.9904
9.5000,10.500,18832800,301.3248
10.0000,11.000,20753600,332.0576
