field,value,count
mcs,0,1626
mcs,1,2332
mcs,2,8272
mcs,3,18788
mcs,4,51480
mcs,5,18612
mcs,6,22352
mcs,7,54208
mcs,8,20372
mcs,9,123904
mcs,10,13904
mcs,11,22396
mcs,12,7964
mcs,13,9152
width,20,127
width,80,375235
nss,1,1626
nss,2,373736
total_phy_tx,0,375362
rx_bytes_total,0,424617200
