field,value,count
mcs,0,614
mcs,7,102916
mcs,9,79508
mcs,10,135168
mcs,11,221448
width,20,128
width,80,539526
nss,1,614
nss,2,539040
total_phy_tx,0,539654
rx_bytes_total,0,709625000
