field,value,count
mcs,0,1652
mcs,1,1760
mcs,2,7656
mcs,3,15664
mcs,4,52536
mcs,5,20108
mcs,6,22220
mcs,7,58256
mcs,8,19580
mcs,9,120296
mcs,10,14484
mcs,11,22809
mcs,12,6732
mcs,13,11484
width,20,127
width,80,375110
nss,1,1652
nss,2,373585
total_phy_tx,0,375237
rx_bytes_total,0,423277400
