time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,25366600,405.8656
1.5000,16.000,13129200,210.0672
2.0000,21.000,8057000,128.9120
2.5000,26.000,6105400,97.6864
3.0000,31.000,6151600,98.4256
3.5000,36.000,3204600,51.2736
4.0000,41.000,2076200,33.2192
4.5000,46.000,448000,7.1680
5.0000,51.000,494200,7.9072
5.5000,56.000,91000,1.4560
6.0000,61.000,93800,1.5008
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
