time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,37521400,600.3424
1.5000,1.000,36674400,586.7904
2.0000,1.000,39932200,638.9152
2.5000,1.000,40222000,643.5520
3.0000,1.000,33951400,543.2224
3.5000,1.000,35935200,574.9632
4.0000,1.000,36359400,581.7504
4.5000,1.000,38355800,613.6928
5.0000,1.000,39033400,624.5344
5.5000,1.000,41272000,660.3520
6.0000,1.000,35998200,575.9712
6.5000,1.000,34731200,555.6992
7.0000,1.000,32190200,515.0432
7.5000,1.000,35205800,563.2928
8.0000,1.000,36313200,581.0112
8.5000,1.000,36349600,581.5936
9.0000,1.000,36355200,581.6832
9.5000,1.000,36184400,578.9504
10.0000,1.000,36470000,583.5200
