field,value,count
mcs,0,5403
mcs,1,227
mcs,2,639
mcs,3,2451
mcs,4,15400
mcs,5,37022
mcs,6,3229
mcs,7,11708
mcs,8,16280
mcs,9,29876
mcs,10,2489
mcs,11,3256
width,20,3996
width,40,8419
width,80,115565
nss,1,11388
nss,2,116592
total_phy_tx,0,127980
rx_bytes_total,0,69406400
