field,value,count
mcs,0,5522
mcs,1,264
mcs,2,616
mcs,3,427
mcs,4,1211
mcs,5,15343
mcs,6,16324
mcs,7,1623
mcs,8,12584
mcs,9,1848
mcs,10,1529
mcs,11,1320
width,20,2092
width,40,4731
width,80,51788
nss,1,10026
nss,2,48585
total_phy_tx,0,58611
rx_bytes_total,0,20678000
