time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30906400,494.5024
1.5000,8.500,24995600,399.9296
2.0000,11.000,18181800,290.9088
2.5000,13.500,17778600,284.4576
3.0000,16.000,13647200,218.3552
3.5000,18.500,11865000,189.8400
4.0000,21.000,10101000,161.6160
4.5000,23.500,10501400,168.0224
5.0000,26.000,7152600,114.4416
5.5000,28.500,5055400,80.8864
6.0000,31.000,4117400,65.8784
6.5000,33.500,3348800,53.5808
7.0000,36.000,1646400,26.3424
7.5000,38.500,1430800,22.8928
8.0000,41.000,1061200,16.9792
8.5000,43.500,656600,10.5056
9.0000,46.000,413000,6.6080
9.5000,48.500,569800,9.1168
10.0000,51.000,271600,4.3456
