time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,27207600,435.3216
1.5000,16.000,20031200,320.4992
2.0000,21.000,14824600,237.1936
2.5000,26.000,10047800,160.7648
3.0000,31.000,6165600,98.6496
3.5000,36.000,3249400,51.9904
4.0000,41.000,1940400,31.0464
4.5000,46.000,1044400,16.7104
5.0000,51.000,369600,5.9136
5.5000,56.000,61600,0.9856
6.0000,61.000,61600,0.9856
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
