time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,23675400,378.8064
1.5000,16.000,10066000,161.0560
2.0000,21.000,11062800,177.0048
2.5000,26.000,7641200,122.2592
3.0000,31.000,4243400,67.8944
3.5000,36.000,2914800,46.6368
4.0000,41.000,1555400,24.8864
4.5000,46.000,658000,10.5280
5.0000,51.000,375200,6.0032
5.5000,56.000,278600,4.4576
6.0000,61.000,0,0.0000
6.5000,66.000,0,0.0000
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
