field,value,count
mcs,0,5763
mcs,2,67
mcs,3,88
mcs,4,132
mcs,5,132
mcs,6,44
mcs,7,30228
mcs,8,264
mcs,9,21912
mcs,10,88
mcs,11,518
width,20,3115
width,40,609
width,80,55512
nss,1,27918
nss,2,31318
total_phy_tx,0,59236
rx_bytes_total,0,13398000
