field,value,count
mcs,0,5520
mcs,1,119
mcs,2,88
mcs,3,779
mcs,4,4312
mcs,5,11352
mcs,6,9240
mcs,7,21115
mcs,8,2577
mcs,9,1276
mcs,10,1452
mcs,11,1144
width,20,1696
width,40,4818
width,80,52460
nss,1,9341
nss,2,49633
total_phy_tx,0,58974
rx_bytes_total,0,22831200
