time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,31299800,500.7968
1.5000,8.500,23773400,380.3744
2.0000,11.000,18887400,302.1984
2.5000,13.500,14561400,232.9824
3.0000,16.000,16448600,263.1776
3.5000,18.500,12107200,193.7152
4.0000,21.000,10649800,170.3968
4.5000,23.500,8408400,134.5344
5.0000,26.000,7187600,115.0016
5.5000,28.500,5969600,95.5136
6.0000,31.000,4852400,77.6384
6.5000,33.500,3047800,48.7648
7.0000,36.000,2459800,39.3568
7.5000,38.500,1502200,24.0352
8.0000,41.000,1362200,21.7952
8.5000,43.500,849800,13.5968
9.0000,46.000,854000,13.6640
9.5000,48.500,467600,7.4816
10.0000,51.000,61600,0.9856
