time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,26861800,429.7888
1.5000,16.000,16451400,263.2224
2.0000,21.000,11569600,185.1136
2.5000,26.000,5947200,95.1552
3.0000,31.000,4331600,69.3056
3.5000,36.000,2591400,41.4624
4.0000,41.000,1772400,28.3584
4.5000,46.000,716800,11.4688
5.0000,51.000,474600,7.5936
5.5000,56.000,316400,5.0624
6.0000,61.000,0,0.0000
6.5000,66.000,7000,0.1120
7.0000,71.000,0,0.0000
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
