field,value,count
mcs,0,606
mcs,7,45007
mcs,8,147115
mcs,9,60969
mcs,10,111639
mcs,11,165347
width,20,128
width,80,530555
nss,1,606
nss,2,530077
total_phy_tx,0,530683
rx_bytes_total,0,699055000
