time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,42068600,673.0976
1.5000,2.500,42091000,673.4560
2.0000,3.000,40131000,642.0960
2.5000,3.500,38438400,615.0144
3.0000,4.000,39334400,629.3504
3.5000,4.500,36296400,580.7424
4.0000,5.000,36128400,578.0544
4.5000,5.500,35067200,561.0752
5.0000,6.000,33432000,534.9120
5.5000,6.500,35099400,561.5904
6.0000,7.000,30958200,495.3312
6.5000,7.500,31521000,504.3360
7.0000,8.000,31081400,497.3024
7.5000,8.500,29471400,471.5424
8.0000,9.000,29775200,476.4032
8.5000,9.500,26117000,417.8720
9.0000,10.000,28576800,457.2288
9.5000,10.500,25726400,411.6224
10.0000,11.000,25992400,415.8784
