field,value,count
mcs,0,5854
mcs,1,44
mcs,2,88
mcs,3,5764
mcs,4,41624
mcs,5,3608
mcs,6,47899
mcs,7,5632
mcs,8,3608
mcs,9,153780
mcs,10,924
mcs,11,1890
width,20,273
width,40,8530
width,80,261912
nss,1,7218
nss,2,263497
total_phy_tx,0,270715
rx_bytes_total,0,117191200
