time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,12195400,195.1264
1.5000,8.500,20195000,323.1200
2.0000,11.000,16959600,271.3536
2.5000,13.500,10084200,161.3472
3.0000,16.000,4128600,66.0576
3.5000,18.500,2088800,33.4208
4.0000,21.000,2213400,35.4144
4.5000,23.500,6687800,107.0048
5.0000,26.000,3182200,50.9152
5.5000,28.500,2559200,40.9472
6.0000,31.000,1664600,26.6336
6.5000,33.500,1444800,23.1168
7.0000,36.000,880600,14.0896
7.5000,38.500,582400,9.3184
8.0000,41.000,833000,13.3280
8.5000,43.500,795200,12.7232
9.0000,46.000,301000,4.8160
9.5000,48.500,586600,9.3856
10.0000,51.000,135800,2.1728
