time_s,distance_m,rx_bytes,throughput_mbps
1.0000,11.000,25030600,400.4896
1.5000,16.000,13899200,222.3872
2.0000,21.000,8164800,130.6368
2.5000,26.000,10803800,172.8608
3.0000,31.000,8352400,133.6384
3.5000,36.000,4401600,70.4256
4.0000,41.000,1894200,30.3072
4.5000,46.000,614600,9.8336
5.0000,51.000,231000,3.6960
5.5000,56.000,214200,3.4272
6.0000,61.000,8400,0.1344
6.5000,66.000,0,0.0000
7.0000,71.000,44800,0.7168
7.5000,76.000,0,0.0000
8.0000,81.000,0,0.0000
8.5000,86.000,0,0.0000
9.0000,91.000,0,0.0000
9.5000,96.000,0,0.0000
10.0000,101.000,0,0.0000
