time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,32576600,521.2256
1.5000,8.500,26419400,422.7104
2.0000,11.000,17486000,279.7760
2.5000,13.500,11226600,179.6256
3.0000,16.000,14572600,233.1616
3.5000,18.500,14116200,225.8592
4.0000,21.000,10204600,163.2736
4.5000,23.500,8577800,137.2448
5.0000,26.000,8199800,131.1968
5.5000,28.500,8829800,141.2768
6.0000,31.000,4457600,71.3216
6.5000,33.500,4053000,64.8480
7.0000,36.000,3085600,49.3696
7.5000,38.500,2885400,46.1664
8.0000,41.000,1715000,27.4400
8.5000,43.500,975800,15.6128
9.0000,46.000,512400,8.1984
9.5000,48.500,369600,5.9136
10.0000,51.000,511000,8.1760
