time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,30539600,488.6336
1.5000,1.000,33842200,541.4752
2.0000,1.000,42266000,676.2560
2.5000,1.000,34582800,553.3248
3.0000,1.000,28112000,449.7920
3.5000,1.000,39211200,627.3792
4.0000,1.000,40716200,651.4592
4.5000,1.000,38403400,614.4544
5.0000,1.000,40730200,651.6832
5.5000,1.000,40545400,648.7264
6.0000,1.000,37653000,602.4480
6.5000,1.000,37801400,604.8224
7.0000,1.000,40154800,642.4768
7.5000,1.000,40602800,649.6448
8.0000,1.000,36985200,591.7632
8.5000,1.000,39600400,633.6064
9.0000,1.000,37492000,599.8720
9.5000,1.000,37445800,599.1328
10.0000,1.000,40749800,651.9968
