field,value,count
mcs,0,2116
mcs,2,748
mcs,3,1760
mcs,4,56584
mcs,5,53856
mcs,6,44132
mcs,7,76296
mcs,8,30712
mcs,9,80916
mcs,10,4972
mcs,11,8184
width,20,1242
width,40,9458
width,80,349576
nss,1,9992
nss,2,350284
total_phy_tx,0,360276
rx_bytes_total,0,380402400
