field,value,count
mcs,0,2317
mcs,1,44
mcs,2,968
mcs,3,4796
mcs,4,41668
mcs,5,40392
mcs,6,46902
mcs,7,70884
mcs,8,15972
mcs,9,130152
mcs,10,4708
mcs,11,9724
width,20,1154
width,40,13291
width,80,354082
nss,1,13317
nss,2,355210
total_phy_tx,0,368527
rx_bytes_total,0,373217600
