field,value,count
mcs,0,4234
mcs,1,383
mcs,2,796
mcs,3,1268
mcs,4,30228
mcs,5,51076
mcs,6,36009
mcs,7,34173
mcs,8,60053
mcs,9,3388
mcs,10,4928
mcs,11,6556
width,20,5575
width,40,28953
width,80,198564
nss,1,15381
nss,2,217711
total_phy_tx,0,233092
rx_bytes_total,0,165132800
