time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,18450600,295.2096
1.5000,8.500,23051000,368.8160
2.0000,11.000,20172600,322.7616
2.5000,13.500,10388000,166.2080
3.0000,16.000,5761000,92.1760
3.5000,18.500,1939000,31.0240
4.0000,21.000,3500000,56.0000
4.5000,23.500,3719800,59.5168
5.0000,26.000,2154600,34.4736
5.5000,28.500,2084600,33.3536
6.0000,31.000,2049600,32.7936
6.5000,33.500,1696800,27.1488
7.0000,36.000,922600,14.7616
7.5000,38.500,834400,13.3504
8.0000,41.000,1255800,20.0928
8.5000,43.500,362600,5.8016
9.0000,46.000,455000,7.2800
9.5000,48.500,546000,8.7360
10.0000,51.000,301000,4.8160
