field,value,count
mcs,0,5285
mcs,1,354
mcs,2,1058
mcs,3,1772
mcs,4,4863
mcs,5,25525
mcs,6,15479
mcs,7,29680
mcs,8,6336
mcs,9,20020
mcs,10,4620
mcs,11,4697
width,20,5332
width,40,14261
width,80,100096
nss,1,16585
nss,2,103104
total_phy_tx,0,119689
rx_bytes_total,0,67964400
