time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,32746000,523.9360
1.5000,8.500,25817400,413.0784
2.0000,11.000,20426000,326.8160
2.5000,13.500,16059400,256.9504
3.0000,16.000,15107400,241.7184
3.5000,18.500,10414600,166.6336
4.0000,21.000,8992200,143.8752
4.5000,23.500,6995800,111.9328
5.0000,26.000,5964000,95.4240
5.5000,28.500,5010600,80.1696
6.0000,31.000,4356800,69.7088
6.5000,33.500,4036200,64.5792
7.0000,36.000,2489200,39.8272
7.5000,38.500,1212400,19.3984
8.0000,41.000,2065000,33.0400
8.5000,43.500,1023400,16.3744
9.0000,46.000,1344000,21.5040
9.5000,48.500,697200,11.1552
10.0000,51.000,449400,7.1904
