time_s,distance_m,rx_bytes,throughput_mbps
1.0000,6.000,30770600,492.3296
1.5000,8.500,25585000,409.3600
2.0000,11.000,19871600,317.9456
2.5000,13.500,11883200,190.1312
3.0000,16.000,11123000,177.9680
3.5000,18.500,10451000,167.2160
4.0000,21.000,6826400,109.2224
4.5000,23.500,5980800,95.6928
5.0000,26.000,7470400,119.5264
5.5000,28.500,5962600,95.4016
6.0000,31.000,4554200,72.8672
6.5000,33.500,4130000,66.0800
7.0000,36.000,2577400,41.2384
7.5000,38.500,2921800,46.7488
8.0000,41.000,1617000,25.8720
8.5000,43.500,931000,14.8960
9.0000,46.000,543200,8.6912
9.5000,48.500,288400,4.6144
10.0000,51.000,260400,4.1664
