time_s,distance_m,rx_bytes,throughput_mbps
1.0000,2.000,42037800,672.6048
1.5000,2.500,42716800,683.4688
2.0000,3.000,40091800,641.4688
2.5000,3.500,38190600,611.0496
3.0000,4.000,39030600,624.4896
3.5000,4.500,36008000,576.1280
4.0000,5.000,35870800,573.9328
4.5000,5.500,37333800,597.3408
5.0000,6.000,35035000,560.5600
5.5000,6.500,31371200,501.9392
6.0000,7.000,33951400,543.2224
6.5000,7.500,30524200,488.3872
7.0000,8.000,31340400,501.4464
7.5000,8.500,30598400,489.5744
8.0000,9.000,30550800,488.8128
8.5000,9.500,26159000,418.5440
9.0000,10.000,27679400,442.8704
9.5000,10.500,25069800,401.1168
10.0000,11.000,28117600,449.8816
