time_s,distance_m,rx_bytes,throughput_mbps
1.0000,1.000,36881600,590.1056
1.5000,1.000,34753600,556.0576
2.0000,1.000,39165000,626.6400
2.5000,1.000,39120200,625.9232
3.0000,1.000,39163600,626.6176
3.5000,1.000,32733400,523.7344
4.0000,1.000,37913400,606.6144
4.5000,1.000,36650600,586.4096
5.0000,1.000,38553200,616.8512
5.5000,1.000,36932000,590.9120
6.0000,1.000,37037000,592.5920
6.5000,1.000,39732000,635.7120
7.0000,1.000,39778200,636.4512
7.5000,1.000,32481400,519.7024
8.0000,1.000,42229600,675.6736
8.5000,1.000,42159600,674.5536
9.0000,1.000,28285600,452.5696
9.5000,1.000,36849400,589.5904
10.0000,1.000,39205600,627.2896
